college-stub	department-stub	program-stub	department-name	min-credit-hours	max-credit-hours	course-description	course-number	course-name	course-url
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-icelandic	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Icelandic	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-icelandic
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-ilangot	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Ilangot	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-ilangot
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-ilocano	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Ilocano	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-ilocano
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-0	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Ilonggo/Hiligaynon	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-0
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-indonesian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Indonesian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-indonesian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-italian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Italian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-italian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-japanese	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Japanese	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-japanese
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-javanese	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Javanese	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-javanese
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-kiche	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: K'iche	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-kiche
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-kazakh	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Kazakh	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-kazakh
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-korean	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Korean	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-korean
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-laotian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Laotian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-laotian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-latin	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Latin	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-latin
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-malagasy	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Malagasy	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-malagasy
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-malay	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Malay	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-malay
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-maori	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Maori	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-maori
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-1	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Marshallese	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-1
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-maya	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Maya	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-maya
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-modern	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Modern Greek	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-modern
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-mongolian	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Mongolian	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-mongolian
humanities	center-language-studies	advanced-language-proficiency-through-cultural-studies-navajo	Center for Language Studies	3	3	Study of target language culture(s) using interpersonal, presentational, and interpretive skills in the target language.	FLANG 330R	Advanced Language Proficiency Through Cultural Studies: Navajo	/humanities/center-language-studies/advanced-language-proficiency-through-cultural-studies-navajo
