college-stub	department-stub	faculty-stub	faculty-name	faculty-rank	department-name	faculty-url	faculty-degree	faculty-school	faculty-degree-year	faculty-discipline
physical-and-mathematical-sciences	physics-and-astronomy	joseph-ward-moody	Joseph Ward Moody	Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/joseph-ward-moody				
humanities	asian-and-near-eastern-languages	stephen-j-moody	Stephen J Moody	Assistant Professor	Asian and Near Eastern Languages	/humanities/asian-and-near-eastern-languages/stephen-j-moody				
religious-education	church-history-and-doctrine	barbara-e-morgan	Barbara E Morgan	Assistant Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/barbara-e-morgan				
engineering-and-technology	school-of-technology	david-c-morgan	David C Morgan	Associate Professor	School of Technology	/engineering-and-technology/school-of-technology/david-c-morgan				
fine-arts-and-communications	theatre-and-media-arts	david-e-morgan	David E Morgan	Associate Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/david-e-morgan				
non-college-and-other-units	counseling-and-career-center	barbara-morrell	Barbara Morrell	Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/barbara-morrell				
management	organizational-leadership-and-strategy	shad-steven-morris	Shad Steven Morris	Assistant Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/shad-steven-morris				
physical-and-mathematical-sciences	geological-sciences	thomas-h-morris	Thomas H Morris	Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/thomas-h-morris				
education	teacher-education	timothy-g-morrison	Timothy G Morrison	Associate Professor	Teacher Education	/education/teacher-education/timothy-g-morrison				
physical-and-mathematical-sciences	computer-science	bryan-stuart-morse	Bryan Stuart Morse	Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/bryan-stuart-morse				
humanities	philosophy	gordon-bruce-mower	Gordon Bruce Mower	Assistant Professor	Philosophy	/humanities/philosophy/gordon-bruce-mower				
humanities	english	daniel-k-muhlestein	Daniel K Muhlestein	Assistant Professor	English	/humanities/english/daniel-k-muhlestein				
religious-education	ancient-scripture	kerry-m-muhlestein	Kerry M Muhlestein	Professor	Ancient Scripture	/religious-education/ancient-scripture/kerry-m-muhlestein				
fine-arts-and-communications	dance	pamela-s-musil	Pamela S Musil	Professor	Dance	/fine-arts-and-communications/dance/pamela-s-musil				
life-sciences	exercise-sciences	joseph-william-myrer	Joseph William Myrer	Professor	Exercise Sciences	/life-sciences/exercise-sciences/joseph-william-myrer				
management	finance	taylor-d-nadauld	Taylor D Nadauld	Assistant Professor	Finance	/management/finance/taylor-d-nadauld				
life-sciences	health-science	brad-lee-neiger	Brad Lee Neiger	Professor	Health Science	/life-sciences/health-science/brad-lee-neiger				
physical-and-mathematical-sciences	physics-and-astronomy	david-w-neilsen	David W Neilsen	Associate Professor	Physics and Astronomy	/physical-and-mathematical-sciences/physics-and-astronomy/david-w-neilsen				
engineering-and-technology	electrical-and-computer-engineering	brent-edwin-nelson	Brent Edwin Nelson	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/brent-edwin-nelson				
life-sciences	biology	c-riley-nelson	C Riley Nelson	Professor	Biology	/life-sciences/biology/c-riley-nelson				
family-home-and-social-sciences	school-of-family-life	david-allen-nelson	David Allen Nelson	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/david-allen-nelson				
engineering-and-technology	civil-and-environmental-engineering	everett-james-nelson	Everett James Nelson	Professor	Civil and Environmental Engineering	/engineering-and-technology/civil-and-environmental-engineering/everett-james-nelson				
fine-arts-and-communications	theatre-and-media-arts	george-darrell-nelson	George Darrell Nelson	Professor	Theatre and Media Arts	/fine-arts-and-communications/theatre-and-media-arts/george-darrell-nelson				
education	counseling-psychology-and-special-education	heidi-abraham-nelson	Heidi Abraham Nelson	Associate Clinical Professor	Counseling Psychology and Special Education	/education/counseling-psychology-and-special-education/heidi-abraham-nelson				
family-home-and-social-sciences	school-of-family-life	larry-j-nelson	Larry J Nelson	Professor	School of Family Life	/family-home-and-social-sciences/school-of-family-life/larry-j-nelson				
management	public-management	ray-dean-nelson	Ray Dean Nelson	Associate Professor	Public Management	/management/public-management/ray-dean-nelson				
physical-and-mathematical-sciences	geological-sciences	stephen-tracy-nelson	Stephen Tracy Nelson	Professor	Geological Sciences	/physical-and-mathematical-sciences/geological-sciences/stephen-tracy-nelson				
engineering-and-technology	mechanical-engineering	tracy-w-nelson	Tracy W Nelson	Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/tracy-w-nelson				
education	teacher-education	melissa-ann-newberry	Melissa Ann Newberry	Associate Professor	Teacher Education	/education/teacher-education/melissa-ann-newberry				
religious-education	church-history-and-doctrine	lloyd-david-newell	Lloyd David Newell	Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/lloyd-david-newell				
physical-and-mathematical-sciences	computer-science	yiu-kai-dennis-ng	Yiu-Kai Dennis Ng	Associate Professor	Computer Science	/physical-and-mathematical-sciences/computer-science/yiu-kai-dennis-ng				
life-sciences	microbiology-and-molecular-biology	brent-nielsen	Brent Nielsen	Professor	Microbiology and Molecular Biology	/life-sciences/microbiology-and-molecular-biology/brent-nielsen				
non-college-and-other-units	counseling-and-career-center	dianne-lindley-nielsen	Dianne Lindley Nielsen	Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/dianne-lindley-nielsen				
physical-and-mathematical-sciences	mathematics	pace-peterson-nielsen	Pace Peterson Nielsen	Assistant Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/pace-peterson-nielsen				
physical-and-mathematical-sciences	statistics	perpetua-lynne-nielsen	Perpetua Lynne Nielsen	Associate Teaching Professor	Statistics	/physical-and-mathematical-sciences/statistics/perpetua-lynne-nielsen				
non-college-and-other-units	counseling-and-career-center	stevan-l-nielsen	Stevan L Nielsen	Clinical Professor	Counseling and Career Center	/non-college-and-other-units/counseling-and-career-center/stevan-l-nielsen				
management	organizational-leadership-and-strategy	troy-r-nielson	Troy R Nielson	Associate Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/troy-r-nielson				
fine-arts-and-communications	design	samuel-david-nielson	Samuel David Nielson	Assistant Professor	Design	/fine-arts-and-communications/design/samuel-david-nielson				
family-home-and-social-sciences	political-science	daniel-l-nielson	Daniel L Nielson	Professor	Political Science	/family-home-and-social-sciences/political-science/daniel-l-nielson				
physical-and-mathematical-sciences	chemistry-and-biochemistry	jennifer-burrows-nielson	Jennifer Burrows Nielson	Teaching Professor	Chemistry and Biochemistry	/physical-and-mathematical-sciences/chemistry-and-biochemistry/jennifer-burrows-nielson				
humanities	spanish-and-portuguese	rex-p-nielson	Rex P Nielson	Assistant Professor	Spanish and Portuguese	/humanities/spanish-and-portuguese/rex-p-nielson				
engineering-and-technology	mechanical-engineering	simeon-ning	Simeon A Ning	Assistant Professor	Mechanical Engineering	/engineering-and-technology/mechanical-engineering/simeon-ning				
education	communication-disorders	shawn-l-nissen	Shawn L Nissen	Associate Professor	Communication Disorders	/education/communication-disorders/shawn-l-nissen				
education	teacher-education	ryan-stephen-nixon	Ryan Stephen Nixon	Assistant Professor	Teacher Education	/education/teacher-education/ryan-stephen-nixon				
family-home-and-social-sciences	history	jeffery-d-nokes	Jeffery D Nokes	Associate Professor	History	/family-home-and-social-sciences/history/jeffery-d-nokes				
engineering-and-technology	electrical-and-computer-engineering	greg-nordin	Greg Nordin	Professor	Electrical and Computer Engineering	/engineering-and-technology/electrical-and-computer-engineering/greg-nordin				
life-sciences	health-science	maria-lelinneth-lagman-beloy-novilla	Maria Lelinneth Lagman Beloy Novilla	Associate Professor	Health Science	/life-sciences/health-science/maria-lelinneth-lagman-beloy-novilla				
family-home-and-social-sciences	anthropology	charles-william-nuckolls	Charles William Nuckolls	Professor	Anthropology	/family-home-and-social-sciences/anthropology/charles-william-nuckolls				
humanities	linguistics-and-english-language	janis-bozic-nuckolls	Janis Bozic Nuckolls	Associate Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/janis-bozic-nuckolls				
nursing	nursing-program	craig-nuttall	Craig Nuttall	Assistant Teaching Professor	Nursing Program	/nursing/nursing-program/craig-nuttall				
life-sciences	microbiology-and-molecular-biology	kim-leslie-oneill	Kim Leslie O'Neill	Professor	Microbiology and Molecular Biology	/life-sciences/microbiology-and-molecular-biology/kim-leslie-oneill				
humanities	linguistics-and-english-language	dallin-dixon-oaks	Dallin Dixon Oaks	Associate Professor	Linguistics and English Language	/humanities/linguistics-and-english-language/dallin-dixon-oaks				
fine-arts-and-communications	school-of-communications	joseph-devon-ogden	Joseph Devon Ogden	Associate Teaching Professor	School of Communications	/fine-arts-and-communications/school-of-communications/joseph-devon-ogden				
family-home-and-social-sciences	psychology	benjamin-mckay-ogles	Benjamin Mckay Ogles	Professor	Psychology	/family-home-and-social-sciences/psychology/benjamin-mckay-ogles				
religious-education	church-history-and-doctrine	mark-dryden-ogletree	Mark Dryden Ogletree	Associate Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/mark-dryden-ogletree				
management	organizational-leadership-and-strategy	james-ballard-oldroyd	James Ballard Oldroyd	Associate Professor	Organizational Leadership and Strategy	/management/organizational-leadership-and-strategy/james-ballard-oldroyd				
humanities	french-and-italian	marc-louis-olivier	Marc Louis Olivier	Associate Professor	French and Italian	/humanities/french-and-italian/marc-louis-olivier				
family-home-and-social-sciences	geography	daniel-howard-olsen	Daniel Howard Olsen	Associate Professor	Geography	/family-home-and-social-sciences/geography/daniel-howard-olsen				
family-home-and-social-sciences		joseph-olsen	Joseph A Olsen	Associate Professor	Family Home and Social Sciences	/family-home-and-social-sciences/joseph-olsen				
religious-education	ancient-scripture	camille-fronk-olson	Camille Fronk Olson	Professor	Ancient Scripture	/religious-education/ancient-scripture/camille-fronk-olson				
humanities	comparative-arts-and-letters	christopher-p-oscarson	Christopher P Oscarson	Associate Professor	Comparative Arts and Letters	/humanities/comparative-arts-and-letters/christopher-p-oscarson				
humanities	english	jonathan-w-ostenson	Jonathan W Ostenson	Assistant Professor	English	/humanities/english/jonathan-w-ostenson				
religious-education	church-history-and-doctrine	craig-james-ostler	Craig James Ostler	Professor	Church History and Doctrine	/religious-education/church-history-and-doctrine/craig-james-ostler				
fine-arts-and-communications	art	joseph-evan-ostraff	Joseph Evan Ostraff	Professor	Art	/fine-arts-and-communications/art/joseph-evan-ostraff				
family-home-and-social-sciences	geography	samuel-m-otterstrom	Samuel M Otterstrom	Professor	Geography	/family-home-and-social-sciences/geography/samuel-m-otterstrom				
physical-and-mathematical-sciences	mathematics	tiancheng-ouyang	Tiancheng Ouyang	Professor	Mathematics	/physical-and-mathematical-sciences/mathematics/tiancheng-ouyang				
management	public-management	bradley-paul-owens	Bradley Paul Owens	Assistant Professor	Public Management	/management/public-management/bradley-paul-owens				
humanities	philosophy	dennis-j-packard	Dennis J Packard	Professor	Philosophy	/humanities/philosophy/dennis-j-packard				
physical-and-mathematical-sciences	statistics	garritt-l-page	Garritt L Page	Assistant Professor	Statistics	/physical-and-mathematical-sciences/statistics/garritt-l-page				
