college-stub	department-stub	program-stub	department-name	course-credit-hours	course-description	course-number	course-name	course-url
	mathematics		Mathematics	'3	Algebraic integers; different and discriminant; decomposition of primes; class group; Dirichlet unit theorem; Dedekind zeta function; cyclotomic fields; valuations; completions.	MATH 586	Introduction to Algebraic Number Theory.	
	mathematics		Mathematics	'3	Arithmetical functions; distribution of primes; Dirichlet characters; Dirichlet's theorem; Gauss sums; primitive roots; Dirichlet L-functions; Riemann zeta-function; prime number theorem; partitions.	MATH 587	Introduction to Analytic Number Theory.	
	mathematics		Mathematics	'3	Symmetric matrices, spectral graph theory, interlacing, the Laplacian matrix of a graph.	MATH 621	Matrix Theory 1.	
	mathematics		Mathematics	'3	Research topics in combinatorial matrix theory.	MATH 622	Matrix Theory 2.	
	mathematics		Mathematics	'3		MATH 634	Theory of Ordinary Differential Equations.	
	mathematics		Mathematics	'3		MATH 635	Dynamical Systems.	
	mathematics		Mathematics	'3	Differential calculus in normed spaces, fixed point theory, and abstract critical point theory.	MATH 640	Nonlinear Analysis.	
	mathematics		Mathematics	'3	Abstract measure and integration theory; L(p) spaces; measures on topological and Euclidean spaces.	MATH 641	Functions of a Real Variable.	
	mathematics		Mathematics	'3	Advanced topics in analysis drawn from pure and applied mathematics.	MATH 643 R	Special Topics in Analysis.	
	mathematics		Mathematics	'3		MATH 647	Theory of Partial Differential Equations 1.	
	mathematics		Mathematics	'3	Advanced topics in topology.  Topics may include, but are not limited to, piecewise linear topology, 3-manifold theory, homotopy theory, differential topology, Riemannian geometry, and geometric group theory.	MATH 651	Topology 1.	
	mathematics		Mathematics	'3	Advanced topics in topology.  Topics may include, but are not limited to, piecewise linear topology, 3-manifold theory, homotopy theory, differential topology, Riemannian geometry, and geometric group theory.	MATH 652	Topology 2.	
	mathematics		Mathematics	'3	Topological and smooth manifolds, tangent vectors, vector bundles, cotangent bundles, submersions, immersion, and embeddings of submanifolds, transversality, embedding and approximation theorems, differential forms, wedge products, exterior derivative, orientation, Stokes' theorem and integration on manifolds.	MATH 655	Differential Topology.	
	mathematics		Mathematics	'3	Fundamental group and homotopy, Von Kampen theorem, covering spaces, group actions, higher homotopy; simplicial, singular, and cellular homology, homology with coefficients, exact sequences, excision, Mayer-Vietoria; cohomology, universal coefficients, cup product, Poincare duality.	MATH 656	Algebraic Topology.	
	mathematics		Mathematics	'3	Basic definitions and theorems on varieties, sheaves, and schemes.	MATH 663	Algebraic Geometry 1.	
	mathematics		Mathematics	'3	Cohomology of schemes.  Classification problems.  Applications.	MATH 664	Algebraic Geometry 2.	
	mathematics		Mathematics	'3	Topics from representation theory of finite groups and associative algebras. Groebner bases, homological algebra, tensor algebras, commutative rings, advanced finite group theory.	MATH 673	Algebra 3.	
	mathematics		Mathematics	'3	Basic concepts of Lie Groups and algebras including root systems, algebraic groups, and representation theory.	MATH 674	Lie Groups and Algebras.	
	mathematics		Mathematics	'3		MATH 675 R	Special Topics in Algebra.	
	mathematics		Mathematics	'3	Commutative rings, modules, tensor products, localization, primary decomposition, Noetherian and Artinian rings, application to algebraic geometry and algebraic number theory.	MATH 676	Commutative Algebra.	
	mathematics		Mathematics	'3	Chain complexes, derived functors, cohomology of groups, ext and tor, spectral sequences, etc. Application to algebraic geometry and algebraic number theory.	MATH 677	Homological Algebra.	
	mathematics		Mathematics	'3	Current topics of research interest.	MATH 686 R	Topics in Algebraic Number Theory.	
	mathematics		Mathematics	'3	Current topics of research interest.	MATH 687 R	Topics in Analytic Number Theory.	
	mathematics		Mathematics	'1-2		MATH 695 R	Readings in Mathematics.	
	mathematics		Mathematics	'2		MATH 698 R	Master's Project.	
	mathematics		Mathematics	'1-9		MATH 699 R	Master's Thesis.	
	mathematics		Mathematics	'3	Current topics in topology of research interest.	MATH 751 R	Advanced Special Topics in Topology.	
	mathematics		Mathematics	'1-9		MATH 799 R	Doctoral Dissertation.	
	mathematics-education		Mathematics Education	'1.5	(Math-Chem-C S-Geol-MthEd-Phscs-Stat) Introduction for science, math, and statistics majors to careers in industry. Project planning, oral and written business presentations, business accounting, and technology readiness.	MTHED 500	(MthEd-Chem-C S-Geol-Math-Phscs-Stat) Business Practices for Science and Mathematics Majors.	
	mathematics-education		Mathematics Education	'3	Solving and building explanations and presenting solutions to conceptually important problems. Analyzing research on problem solving and its role in teaching and learning mathematics.	MTHED 550	Problem Solving.	
	mathematics-education		Mathematics Education	'3	Euclidean geometry, including classical problems, polyhedra, transformations, congruence, similarity, integer geometry, minimization; technology in geometry, Van Hiele levels, role of proof, and high school curriculum.	MTHED 562	Euclidean Geometry:  Content, Learning, and Teaching.	
	mathematics-education		Mathematics Education	'3	Introduction to research in mathematics learning; mathematical thinking; cognitive, social, and philosophical approaches to describing mathematics learning.	MTHED 590	Foundational Issues in Learning Mathematics.	
	mathematics-education		Mathematics Education	'3	Introduction to scholarly inquiry in mathematics education; issues in research methodology.	MTHED 591	Scholarly Inquiry in Mathematics Education.	
	mathematics-education		Mathematics Education	'0.5-3	Includes specific research areas and curriculum studies of school mathematics topics (i.e. geometry, algebra, and calculus).	MTHED 598 R	Topics in Mathematics Education.	
